rank,tier,zip,state,owner,units,fhfa_a1
1,A,77494,TX,30247,44520,9.95
2,A,78660,TX,29818,44399,-4.2
3,A,32162,FL,29376,37824,-5.03
4,A,77449,TX,27716,40773,56.96
5,A,77573,TX,27212,37188,3.2
6,A,77433,TX,26802,34420,2.91
7,A,77429,TX,26477,33137,0.61
8,A,78641,TX,25515,33118,-0.48
9,A,63376,MO,24584,30718,4.4
10,A,77479,TX,24564,30680,10.33
11,A,78130,TX,24486,40810,-3.41
12,A,79936,TX,24113,36825,3.83
13,A,27587,NC,23666,30571,1.82
14,A,85142,AZ,23654,27701,2.25
15,A,10314,NY,23446,33554,7.34
16,A,95747,CA,23263,29457,0.65
17,A,79938,TX,23251,29818,-0.12
18,A,73099,OK,23122,32654,1.27
19,A,92336,CA,22981,28489,2.04
20,A,77584,TX,22936,32579,8.03
21,A,34953,FL,22833,28131,-1.01
22,A,77459,TX,22743,28071,-10.5
23,A,80134,CO,22566,28663,4.33
24,A,30040,GA,22487,27642,7.75
25,A,85383,AZ,22371,25570,1.91
26,A,30024,GA,22278,29306,2.49
27,A,30041,GA,22091,27027,-0.9
28,A,78245,TX,22029,32219,-2.29
29,A,34787,FL,22017,33141,-2.44
30,A,46307,IN,22010,26081,2.07
31,A,78613,TX,21791,34198,-3.75
32,A,77084,TX,21733,39087,29.85
33,A,77379,TX,21654,30004,-5.52
34,A,11234,NY,21652,35167,5.77
35,A,33411,FL,21544,30063,1.92
36,A,08831,NJ,21380,24898,5.09
37,A,75035,TX,21312,29198,-0.96
38,A,77346,TX,21307,26650,11.14
39,A,44060,OH,21163,27276,3.08
40,A,83646,ID,21137,26829,-1.34
41,A,29072,SC,21092,26951,4.0
42,A,79928,TX,20962,24841,2.01
43,A,44256,OH,20962,26740,8.09
44,A,60629,IL,20957,36283,4.02
45,A,30052,GA,20897,26768,-0.11
46,A,66062,KS,20870,29350,2.09
47,A,87120,NM,20823,27432,0.4
48,A,37013,TN,20745,41112,1.19
49,A,30127,GA,20726,25289,5.65
50,A,02360,MA,20596,28598,4.0
51,A,34293,FL,20526,28344,-8.07
52,A,78254,TX,20514,25493,-3.45
53,A,30188,GA,20509,26759,1.99
54,A,37075,TN,20505,29600,1.54
55,A,76028,TX,20468,27928,-1.07
56,A,30043,GA,20446,30251,3.04
57,A,80015,CO,20410,25482,-3.4
58,A,29681,SC,20405,25079,2.79
59,A,60634,IL,20399,29344,7.21
60,A,08753,NJ,20316,27900,4.22
61,A,75052,TX,20277,33386,-3.67
62,A,95630,CA,20183,30106,1.63
63,A,22193,VA,19824,25121,3.58
64,A,45011,OH,19774,28470,6.5
65,A,76179,TX,19766,26227,-0.69
66,A,23464,VA,19710,29267,3.3
67,A,80013,CO,19706,26692,0.89
68,A,30044,GA,19633,32206,2.32
69,A,32259,FL,19601,23235,0.96
70,A,37042,TN,19587,35433,1.18
71,A,92592,CA,19580,25878,-1.61
72,A,43123,OH,19556,27876,3.62
73,A,28269,NC,19521,33124,1.22
74,A,23322,VA,19431,22386,4.45
75,A,34711,FL,19409,28127,4.45
76,A,32174,FL,19386,26303,3.14
77,A,97229,OR,19314,28312,0.68
78,A,87121,NM,19295,26118,3.67
79,A,76063,TX,19273,28105,1.28
80,A,75126,TX,19249,24316,2.66
81,A,37122,TN,19247,25608,-1.37
82,A,77407,TX,19218,25284,18.54
83,A,55044,MN,19209,22519,1.05
84,A,78572,TX,19167,32696,10.12
85,A,28078,NC,19057,27659,3.83
86,A,30062,GA,19023,24178,2.29
87,A,37064,TN,18916,25302,3.28
88,A,30004,GA,18877,25485,7.56
89,A,87114,NM,18755,28038,1.58
90,A,37027,TN,18746,23745,8.43
91,A,80016,CO,18745,24227,-3.88
92,A,93065,CA,18687,26260,1.86
93,A,38401,TN,18640,28470,3.6
94,A,99301,WA,18482,27700,0.87
95,A,85308,AZ,18461,26540,2.22
96,A,77406,TX,18447,22096,26.32
97,A,11746,NY,18416,22528,7.82
98,A,77845,TX,18404,31464,-0.49
99,A,60618,IL,18361,41053,6.36
100,A,75068,TX,18275,23499,-3.1
101,A,90650,CA,18256,27346,2.96
102,A,23456,VA,18229,22071,7.12
103,A,75002,TX,18226,24174,-1.36
104,A,94565,CA,18214,31173,-0.55
105,A,28027,NC,18202,31450,-0.15
106,A,66061,KS,18153,24744,3.71
107,A,98012,WA,18111,28174,0.17
108,A,30349,GA,18077,34176,4.62
109,A,91709,CA,18059,26282,2.43
110,A,37128,TN,18043,29190,-2.18
111,A,80504,CO,18037,23359,-1.75
112,A,15601,PA,18020,25978,4.81
113,A,77095,TX,17998,26429,6.81
114,A,94513,CA,17964,22546,-1.8
115,A,77469,TX,17947,22854,5.02
116,A,60453,IL,17940,23115,4.67
117,A,89031,NV,17901,25182,-0.24
118,A,95648,CA,17861,22095,1.43
119,A,28173,NC,17849,20801,4.74
120,A,83709,ID,17839,22262,0.74
121,A,08527,NJ,17789,21755,8.13
122,A,21234,MD,17770,29575,0.35
123,A,80634,CO,17754,25802,-0.05
124,A,30022,GA,17719,24330,6.26
125,A,32137,FL,17680,24717,-2.89
126,A,48044,MI,17671,20031,3.84
127,A,77386,TX,17668,22778,-0.15
128,A,38654,MS,17668,21437,2.71
129,A,45140,OH,17667,22684,5.21
130,A,84043,UT,17621,23408,2.21
131,A,77450,TX,17615,26259,-2.47
132,A,30075,GA,17602,22190,-1.67
133,A,11758,NY,17588,19297,7.75
134,A,63021,MO,17541,22982,3.63
135,A,87124,NM,17530,23027,1.82
136,A,78640,TX,17519,25236,-4.88
137,A,27526,NC,17503,22612,0.64
138,A,30135,GA,17441,23823,-3.03
139,A,35242,AL,17353,25247,6.29
140,A,28277,NC,17340,30100,0.34
141,A,59901,MT,17255,25154,3.04
142,A,29732,SC,17255,24926,2.74
143,A,44077,OH,17250,24928,5.18
144,A,76244,TX,17244,26098,1.22
145,A,43026,OH,17238,25671,2.95
146,A,77375,TX,17236,25452,10.57
147,A,78253,TX,17216,24095,15.57
148,A,11375,NY,17214,35415,4.99
149,A,30066,GA,17197,23632,3.49
150,A,92563,CA,17155,24020,2.22
151,A,78542,TX,17136,25198,4.47
152,A,98391,WA,17110,20573,3.67
153,A,17331,PA,17093,23528,6.11
154,A,75071,TX,17086,23861,-2.35
155,A,91342,CA,17073,26403,3.33
156,A,29483,SC,17045,23133,3.11
157,A,22407,VA,17042,23305,0.62
158,A,32940,FL,17027,21433,6.43
159,A,14580,NY,17016,24355,7.87
160,A,60617,IL,16997,35031,5.95
161,A,27284,NC,16995,25168,2.57
162,A,84404,UT,16979,23907,3.26
163,A,20772,MD,16951,19658,2.93
164,A,92677,CA,16949,27527,8.1
165,A,23112,VA,16944,21511,3.05
166,A,92345,CA,16940,27247,3.19
167,A,85338,AZ,16935,23748,3.76
168,A,44035,OH,16935,29637,3.51
169,A,20147,VA,16899,25474,-9.01
170,A,20878,MD,16875,25297,3.4
171,A,79912,TX,16851,33856,3.54
172,A,60638,IL,16837,21636,4.86
173,A,85032,AZ,16830,30386,0.77
174,A,84015,UT,16822,23058,-0.43
175,A,11236,NY,16816,37002,9.56
176,A,30281,GA,16811,29546,-2.07
177,A,29651,SC,16801,21738,2.88
178,A,30101,GA,16790,21788,-1.54
179,A,87111,NM,16784,28192,2.84
180,A,84096,UT,16774,21168,1.16
181,A,85225,AZ,16764,28930,2.18
182,A,27610,NC,16740,29245,-0.51
183,A,17603,PA,16732,28142,4.06
184,A,45040,OH,16725,21977,4.43
185,A,63129,MO,16698,21945,0.5
186,A,30016,GA,16686,21223,-0.7
187,A,63366,MO,16678,21204,4.85
188,A,19120,PA,16659,25730,4.7
189,A,85326,AZ,16656,22417,3.05
190,A,73013,OK,16641,22971,4.36
191,A,19067,PA,16606,21792,5.28
192,A,74012,OK,16598,26069,1.07
193,A,30047,GA,16581,22691,-2.87
194,A,27703,NC,16545,27122,4.26
195,A,77373,TX,16527,23619,17.08
196,A,43130,OH,16501,26434,5.21
197,A,70726,LA,16491,24925,2.26
198,A,15642,PA,16478,20299,7.11
199,A,94558,CA,16477,27402,-1.52
200,A,45069,OH,16452,21727,4.07
201,A,34221,FL,16441,24812,-19.94
202,A,34135,FL,16417,30904,-8.42
203,A,98682,WA,16411,24288,1.51
204,A,27519,NC,16406,24758,5.71
205,A,75098,TX,16403,22080,-3.58
206,A,85364,AZ,16356,31867,3.22
207,A,60016,IL,16331,25613,4.59
208,A,78521,TX,16312,29576,0.71
209,A,92503,CA,16302,25802,2.55
210,A,32068,FL,16291,21830,2.28
211,A,75056,TX,16283,28102,-1.28
212,A,32218,FL,16269,27895,-0.73
213,A,65203,MO,16254,27157,5.43
214,A,23320,VA,16234,26131,3.25
215,A,85365,AZ,16230,26353,-0.91
216,A,39110,MS,16205,18305,3.01
217,A,33186,FL,16201,24397,1.72
218,A,93722,CA,16187,27615,2.32
219,A,96706,HI,16185,24305,5.74
220,A,33647,FL,16182,27960,5.92
221,A,63123,MO,16175,23208,3.45
222,A,20148,VA,16169,20413,11.23
223,A,32164,FL,16137,22902,-2.54
224,A,92223,CA,16107,20579,3.52
225,A,19446,PA,16096,24983,7.57
226,A,28655,NC,16094,24542,2.53
227,A,20744,MD,16080,21014,5.09
228,A,92646,CA,16066,22195,5.1
229,A,55304,MN,16047,17318,2.17
230,A,78045,TX,16031,21669,3.97
231,A,48103,MI,16029,25511,3.61
232,A,34997,FL,15996,22192,-1.68
233,A,48439,MI,15995,22101,5.08
234,A,06010,CT,15994,26726,6.73
235,A,22554,VA,15968,20861,6.11
236,A,32163,FL,15957,20061,-3.92
237,A,32828,FL,15937,25728,-12.99
238,A,38017,TN,15928,20850,-2.31
239,A,83642,ID,15905,22700,3.99
240,A,37066,TN,15903,25939,3.29
241,A,93536,CA,15898,24407,-1.1
242,A,33024,FL,15896,26552,-1.39
243,A,19335,PA,15893,20276,5.08
244,A,32765,FL,15884,23389,-2.71
245,A,20774,MD,15881,21747,2.29
246,A,29720,SC,15837,22106,0.82
247,A,29485,SC,15835,23382,7.01
248,A,46143,IN,15833,23417,4.81
249,A,92630,CA,15833,24390,1.14
250,A,29073,SC,15820,20239,1.6
251,A,73160,OK,15682,25055,3.39
252,A,94112,CA,15681,24530,3.68
253,A,55124,MN,15662,21894,1.45
254,A,60632,IL,15658,28860,5.19
255,A,22192,VA,15656,21290,-0.69
256,A,33458,FL,15636,23121,1.11
257,A,97045,OR,15632,21702,0.85
258,A,60004,IL,15629,21181,4.86
259,A,97702,OR,15620,23318,-0.86
260,A,60614,IL,15614,38089,4.01
261,A,76227,TX,15598,20970,0.19
262,A,60073,IL,15584,20864,10.11
263,A,08757,NJ,15583,19302,9.6
264,A,95624,CA,15580,20740,-0.2
265,A,29464,SC,15565,26829,5.22
266,A,95758,CA,15565,22755,-1.76
267,A,28215,NC,15558,25350,0.73
268,A,27410,NC,15543,26279,2.72
269,A,45424,OH,15533,21557,5.19
270,A,93727,CA,15529,25919,4.12
271,A,19720,DE,15523,24262,3.18
272,A,14094,NY,15519,23283,5.09
273,A,34748,FL,15518,25740,3.32
274,A,33437,FL,15518,21809,34.51
275,A,94568,CA,15504,24737,-8.4
276,A,19124,PA,15500,27014,15.55
277,A,63303,MO,15498,21448,5.43
278,A,91710,CA,15489,23911,2.16
279,A,60056,IL,15477,23202,8.19
280,A,83301,ID,15457,24466,1.43
281,A,43015,OH,15454,23287,5.76
282,A,29445,SC,15451,23194,4.07
283,A,92880,CA,15444,20743,2.27
284,A,30064,GA,15425,19076,6.92
285,A,40475,KY,15404,28118,4.22
286,A,89052,NV,15384,26456,-9.07
287,A,41042,KY,15368,23640,1.21
288,A,37129,TN,15363,24548,-1.08
289,A,43055,OH,15304,27046,4.73
290,A,29588,SC,15268,22223,4.26
291,A,33322,FL,15263,21024,1.55
292,A,95687,CA,15249,24283,0.34
293,A,19709,DE,15232,17819,-1.94
294,A,70737,LA,15229,20720,3.76
295,A,87144,NM,15223,18261,1.36
296,A,99208,WA,15213,24273,3.77
297,A,45840,OH,15199,25396,3.76
298,A,30263,GA,15185,23792,1.24
299,A,78681,TX,15181,20817,-0.92
300,A,83686,ID,15149,20283,3.56
301,A,92071,CA,15137,21732,1.35
302,A,27529,NC,15127,22089,-2.36
303,A,30115,GA,15105,19016,-0.98
304,A,32034,FL,15085,21768,-1.53
305,A,98208,WA,15069,22534,-0.77
306,A,92562,CA,15054,22362,0.77
307,A,19380,PA,15054,21490,6.38
308,A,37211,TN,15051,34650,1.24
309,A,29579,SC,15048,24320,-10.78
310,A,63385,MO,15047,17997,4.14
311,A,55901,MN,15046,24852,2.97
312,A,28227,NC,15041,23179,-0.34
313,A,60657,IL,15040,42246,18.15
314,A,28451,NC,15019,19672,2.07
315,A,85249,AZ,15010,17489,3.95
316,A,45601,OH,14977,23358,3.08
317,A,55303,MN,14973,20317,2.22
318,A,23454,VA,14955,24253,3.72
319,A,19382,PA,14955,21798,4.78
320,A,85345,AZ,14948,24273,2.05
321,A,45013,OH,14937,21734,2.77
322,A,79424,TX,14920,22800,0.71
323,A,33414,FL,14901,23111,-3.38
324,A,77493,TX,14899,20552,1.97
325,A,60630,IL,14893,23393,5.83
326,A,23462,VA,14876,29729,4.95
327,A,78665,TX,14875,24678,3.48
328,A,20854,MD,14875,17119,3.74
329,A,33436,FL,14874,23744,-5.51
330,A,27713,NC,14871,26266,-4.54
331,A,60402,IL,14828,25111,7.11
332,A,07083,NJ,14825,20792,7.97
333,A,85351,AZ,14824,20414,-8.5
334,A,32092,FL,14821,18403,7.29
335,A,75115,TX,14820,22054,0.32
336,A,77083,TX,14815,23872,13.7
337,A,63301,MO,14813,22687,3.96
338,A,43230,OH,14811,26170,3.57
339,A,33810,FL,14804,21836,2.94
340,A,33463,FL,14793,22696,-7.61
341,A,37043,TN,14770,22221,4.57
342,A,89129,NV,14761,21941,3.2
343,A,33064,FL,14758,26641,1.0
344,A,93535,CA,14753,23917,1.49
345,A,60647,IL,14729,41975,3.48
346,A,32225,FL,14726,23289,0.12
347,A,80538,CO,14724,21923,0.06
348,A,34655,FL,14712,20444,-1.28
349,A,32210,FL,14708,29198,-0.71
350,A,70769,LA,14705,17557,4.01
351,A,08054,NJ,14695,19966,6.82
352,A,07470,NJ,14691,19396,7.21
353,A,84074,UT,14688,18128,0.01
354,A,47130,IN,14686,22602,-0.46
355,A,78155,TX,14674,21791,-1.1
356,A,19320,PA,14669,21199,5.75
357,A,43065,OH,14659,17468,0.98
358,A,40601,KY,14649,24224,1.34
359,A,29910,SC,14648,21169,0.74
360,A,92584,CA,14648,18480,2.85
361,A,60010,IL,14643,17621,8.39
362,A,30157,GA,14640,18804,0.98
363,A,60148,IL,14618,21744,8.34
364,A,95123,CA,14617,25023,-1.78
365,A,43701,OH,14615,25785,7.65
366,A,48197,MI,14606,28649,4.37
367,A,93063,CA,14581,20220,0.52
368,A,80127,CO,14578,17507,0.33
369,A,30809,GA,14564,18920,-0.03
370,A,08081,NJ,14563,18361,5.46
371,A,08873,NJ,14562,22142,4.78
372,A,44130,OH,14561,23819,5.9
373,A,78046,TX,14558,19601,-0.83
374,A,95762,CA,14548,17285,0.08
375,A,28025,NC,14542,23759,3.67
376,A,92683,CA,14541,29075,3.66
377,A,78745,TX,14533,31246,-1.81
378,A,22191,VA,14524,26127,0.19
379,A,15301,PA,14521,24001,0.65
380,A,78247,TX,14487,19904,1.79
381,A,85710,AZ,14483,28463,2.98
382,A,27265,NC,14477,22526,0.97
383,A,28601,NC,14475,23400,2.62
384,A,91331,CA,14475,23926,0.94
385,A,70301,LA,14470,20993,2.21
386,A,11706,NY,14458,21435,6.11
387,A,33433,FL,14456,23056,-2.55
388,A,85374,AZ,14438,21982,-0.11
389,A,85122,AZ,14429,24238,-0.7
390,A,32725,FL,14429,19177,-1.22
391,A,94536,CA,14418,26338,-7.89
392,A,23185,VA,14416,22879,6.12
393,A,92509,CA,14406,20929,2.25
394,A,78250,TX,14387,20503,2.87
395,A,93312,CA,14378,19089,0.14
396,A,80525,CO,14363,25144,-1.19
397,A,37087,TN,14362,21800,4.13
398,A,23452,VA,14346,23455,6.67
399,A,63304,MO,14346,16665,4.54
400,A,33908,FL,14336,32067,-12.46
401,A,80022,CO,14331,19929,-5.49
402,A,75072,TX,14316,18618,5.29
403,A,59102,MT,14311,22706,0.42
404,A,19111,PA,14306,27518,1.98
405,A,75028,TX,14289,18189,-0.96
406,A,93619,CA,14287,17019,1.17
407,A,07726,NJ,14279,16822,2.43
408,A,27406,NC,14276,28080,5.26
409,A,32907,FL,14269,17761,-2.52
410,A,77546,TX,14266,19600,-0.79
411,A,48843,MI,14255,19001,6.78
412,A,14450,NY,14255,19054,8.37
413,A,33418,FL,14244,21573,-0.35
414,A,15317,PA,14235,18803,4.67
415,A,29730,SC,14232,26209,0.78
416,A,60014,IL,14228,18135,4.64
417,A,94587,CA,14215,21923,7.21
418,A,85375,AZ,14209,19340,-4.6
419,A,08234,NJ,14197,17728,4.7
420,A,15237,PA,14189,19332,3.04
421,A,21222,MD,14188,24054,-1.04
422,A,78109,TX,14183,19279,0.43
423,A,34609,FL,14169,18426,-0.68
424,A,28110,NC,14168,20236,3.27
425,A,37174,TN,14165,19631,0.62
426,A,89131,NV,14165,18463,-1.23
427,A,29486,SC,14164,19452,-2.39
428,A,85205,AZ,14150,23473,-0.14
429,A,10306,NY,14143,21299,4.98
430,A,29466,SC,14138,18125,8.43
431,A,30114,GA,14128,22259,4.54
432,A,87105,NM,14127,20263,-1.09
433,A,27615,NC,14125,20681,0.64
434,A,78748,TX,14124,25694,-4.07
435,A,89148,NV,14115,25232,1.11
436,A,85248,AZ,14097,20013,-12.09
437,A,32708,FL,14089,20348,2.2
438,A,93306,CA,14081,23789,5.68
439,A,75217,TX,14078,25534,1.85
440,A,34744,FL,14072,22800,-4.85
441,A,77521,TX,14067,25131,-6.48
442,A,53711,WI,14066,23500,5.5
443,A,85254,AZ,14056,21469,4.82
444,A,39503,MS,14048,22533,4.14
445,A,75040,TX,14036,21629,-1.16
446,A,43068,OH,14023,25294,4.29
447,A,34983,FL,14018,17799,1.08
448,A,44212,OH,14017,19101,6.91
449,A,14224,NY,14017,19286,6.79
450,A,29576,SC,13991,22097,-4.49
451,A,32712,FL,13977,17601,3.48
452,A,33319,FL,13951,25046,-6.02
453,A,19148,PA,13951,22944,2.45
454,A,90631,CA,13939,23390,5.5
455,A,11743,NY,13931,16138,4.36
456,A,32703,FL,13929,22033,-1.61
457,A,19403,PA,13925,19720,3.92
458,A,97206,OR,13916,22348,1.62
459,A,29229,SC,13913,20939,9.82
460,A,38305,TN,13910,22950,0.03
461,A,98042,WA,13908,17365,0.94
462,A,75154,TX,13903,17170,0.24
463,A,80020,CO,13901,21607,1.42
464,A,37343,TN,13885,19031,0.15
465,A,98115,WA,13883,24966,2.18
466,A,08053,NJ,13877,20090,8.3
467,A,30506,GA,13875,18876,4.21
468,A,29526,SC,13874,20301,2.29
469,A,33578,FL,13870,25850,-4.95
470,A,23188,VA,13834,20194,4.42
471,A,30518,GA,13833,19435,-1.76
472,A,14120,NY,13821,20367,8.18
473,A,75007,TX,13815,21347,-0.93
474,A,30252,GA,13808,16400,4.19
475,A,92154,CA,13803,23832,-0.52
476,A,98258,WA,13802,18397,3.15
477,A,63368,MO,13799,17315,8.73
478,A,60462,IL,13782,17335,3.03
479,A,71913,AR,13773,25441,3.73
480,A,08724,NJ,13765,17799,3.33
481,A,96797,HI,13756,21327,5.3
482,A,85041,AZ,13753,19729,-5.72
483,A,36695,AL,13751,21269,2.37
484,A,21740,MD,13750,27002,1.66
485,A,14150,NY,13743,20152,7.69
486,A,85140,AZ,13742,17349,2.92
487,A,92886,CA,13740,17624,3.16
488,A,63122,MO,13738,17763,2.89
489,A,84790,UT,13735,20956,0.68
490,A,60564,IL,13731,16166,3.55
491,A,94553,CA,13730,19626,-1.19
492,A,32771,FL,13714,24062,-4.27
493,A,33023,FL,13705,22450,3.07
494,A,37167,TN,13703,23694,0.42
495,A,35758,AL,13700,20322,2.11
496,A,60047,IL,13699,15877,6.64
497,A,96744,HI,13697,18695,5.62
498,A,46350,IN,13694,19576,6.27
499,A,32246,FL,13687,26083,7.34
500,A,42701,KY,13686,23565,3.39
501,A,30132,GA,13683,18016,-3.34
502,A,97405,OR,13683,20395,0.47
503,A,28645,NC,13682,21558,2.32
504,A,31088,GA,13681,24167,4.47
505,A,30736,GA,13676,17327,1.99
506,A,27502,NC,13673,17607,2.8
507,A,60804,IL,13667,26738,2.25
508,A,94509,CA,13666,24048,-2.76
509,A,63017,MO,13663,18726,4.22
510,A,01844,MA,13663,19496,6.93
511,A,89123,NV,13658,25246,2.08
512,A,48066,MI,13653,22116,2.43
513,A,78577,TX,13644,26568,1.13
514,A,48170,MI,13637,18184,7.01
515,A,67401,KS,13626,22434,4.46
516,A,40324,KY,13612,20570,3.14
517,A,77581,TX,13610,18285,2.17
518,A,36117,AL,13607,24181,4.73
519,A,46037,IN,13602,17334,11.46
520,A,55330,MN,13593,16796,1.94
521,A,23434,VA,13590,21764,5.0
522,A,32244,FL,13580,26250,0.52
523,A,78574,TX,13565,18309,3.54
524,A,37040,TN,13560,24628,3.75
525,A,32159,FL,13557,19670,-0.77
526,A,46074,IN,13553,17118,6.63
527,A,78610,TX,13537,17271,-3.57
528,A,19143,PA,13535,31391,6.9
529,A,46385,IN,13530,16071,4.63
530,A,63026,MO,13530,18051,4.3
531,A,94533,CA,13519,25539,-0.28
532,A,87507,NM,13518,21272,1.58
533,A,85086,AZ,13507,17213,0.41
534,A,29803,SC,13499,17920,11.18
535,A,93230,CA,13489,23149,4.54
536,A,37421,TN,13464,23978,2.02
537,A,48188,MI,13453,16885,6.32
538,A,27520,NC,13449,18540,3.52
539,A,80550,CO,13448,17140,0.05
540,A,36535,AL,13446,18755,4.82
541,A,30519,GA,13445,18734,2.65
542,A,83854,ID,13445,20440,1.19
543,A,08816,NJ,13443,17242,5.64
544,A,30058,GA,13434,23671,1.1
545,A,19701,DE,13430,17368,3.33
546,A,73170,OK,13428,16658,-0.44
547,A,95608,CA,13422,27312,1.81
548,A,48154,MI,13409,15330,5.19
549,A,31907,GA,13408,25710,3.02
550,A,78504,TX,13405,21417,2.82
551,A,60643,IL,13392,19541,2.36
552,A,60641,IL,13389,27377,4.07
553,A,75149,TX,13388,21058,-2.48
554,A,33175,FL,13385,17787,4.66
555,A,85212,AZ,13378,16576,-4.98
556,A,92129,CA,13360,18993,-1.48
557,A,92024,CA,13356,21566,-13.08
558,A,32738,FL,13353,16965,1.04
559,A,60586,IL,13352,14536,4.09
560,A,80126,CO,13351,16304,1.3
561,A,39047,MS,13350,16706,3.7
562,A,85204,AZ,13348,24536,-0.39
563,A,32825,FL,13345,22360,-1.91
564,A,91910,CA,13337,28432,2.09
565,A,43147,OH,13332,16267,4.3
566,A,55125,MN,13332,17682,0.89
567,A,30144,GA,13331,22843,0.06
568,A,52302,IA,13326,18153,2.81
569,A,93274,CA,13323,24493,5.22
570,A,37221,TN,13316,20323,5.84
571,A,84065,UT,13314,15734,3.25
572,A,60062,IL,13312,17892,7.2
573,A,48183,MI,13312,18095,6.05
574,A,92126,CA,13300,26146,-4.56
575,A,79924,TX,13299,23009,3.23
576,A,92128,CA,13297,21308,-18.72
577,A,33025,FL,13296,30260,9.28
578,A,22003,VA,13289,19497,1.16
579,A,79705,TX,13288,20021,3.22
580,A,74055,OK,13280,19539,2.56
581,A,85138,AZ,13272,18215,33.59
582,A,19020,PA,13271,23471,1.68
583,A,68516,NE,13270,19549,4.07
584,A,34746,FL,13269,25533,6.17
585,A,75043,TX,13262,23439,-1.09
586,A,98223,WA,13262,18224,4.22
587,A,89436,NV,13259,18819,0.35
588,A,92399,CA,13255,19382,2.64
589,A,30253,GA,13253,22889,1.61
590,A,29621,SC,13240,18960,5.17
591,A,49341,MI,13240,15070,5.02
592,A,94591,CA,13227,20543,-2.66
593,A,76131,TX,13216,18145,-2.03
594,A,32526,FL,13201,18478,0.61
595,A,80229,CO,13200,20130,-1.23
596,A,76137,TX,13191,24118,-1.91
597,A,44646,OH,13190,20817,4.44
598,A,27603,NC,13181,24030,-1.63
599,A,17112,PA,13177,16026,0.48
600,A,27360,NC,13165,20987,1.78
601,A,93257,CA,13165,25020,3.31
602,A,85209,AZ,13163,21921,-7.78
603,A,17543,PA,13157,18762,8.09
604,A,27613,NC,13154,20099,2.39
605,A,30039,GA,13152,16463,2.68
606,A,91911,CA,13146,27533,3.35
607,A,49423,MI,13137,19019,4.29
608,A,77396,TX,13127,20532,3.83
609,A,08844,NJ,13127,16168,4.71
610,A,93551,CA,13115,17940,-1.9
611,A,34120,FL,13107,17778,-2.58
612,A,92056,CA,13107,20514,-1.1
613,A,29687,SC,13103,18606,2.79
614,A,11756,NY,13093,14169,7.68
615,A,34668,FL,13092,23883,-0.43
616,A,29707,SC,13091,15156,2.96
617,A,30680,GA,13090,17680,3.51
618,A,92376,CA,13084,22716,0.65
619,A,60089,IL,13081,16551,5.93
620,A,60440,IL,13063,17750,5.88
621,A,32566,FL,13061,17893,-1.13
622,A,75189,TX,13056,15331,0.84
623,A,78108,TX,13055,16215,8.51
624,A,92692,CA,13055,18005,5.92
625,A,18974,PA,13043,17970,4.12
626,A,02155,MA,13038,25893,4.7
627,A,74014,OK,13036,15500,1.07
628,A,94550,CA,13035,18390,-4.03
629,A,29223,SC,13026,24142,-1.45
630,A,27540,NC,13025,16400,5.37
631,A,21117,MD,13020,26001,4.16
632,A,95355,CA,13020,22136,-1.75
633,A,34952,FL,13013,21844,-1.12
634,A,44691,OH,13013,19369,4.27
635,A,48706,MI,13012,18163,7.15
636,A,54115,WI,13003,20415,7.65
637,A,87123,NM,12995,20533,2.12
638,A,78633,TX,12991,14711,-0.91
639,A,30152,GA,12991,16974,3.2
640,A,43302,OH,12989,22483,3.65
641,A,78666,TX,12980,36354,-1.71
642,A,77044,TX,12980,18273,6.6
643,A,97219,OR,12972,18881,-0.95
644,A,19702,DE,12970,22149,1.58
645,A,77539,TX,12969,18725,3.86
646,A,60103,IL,12966,14995,5.2
647,A,30019,GA,12957,15415,3.26
648,A,34698,FL,12952,22016,0.85
649,A,73034,OK,12948,18727,6.07
650,A,48047,MI,12944,16765,5.02
651,A,20176,VA,12936,17044,3.05
652,A,12065,NY,12936,19506,5.41
653,A,17050,PA,12932,17164,6.55
654,A,60068,IL,12929,15999,7.34
655,A,93313,CA,12913,17232,-0.02
656,A,27107,NC,12912,20767,7.92
657,A,17055,PA,12903,18994,2.1
658,A,39564,MS,12902,18908,6.56
659,A,60620,IL,12902,30008,10.88
660,A,98034,WA,12893,22488,1.16
661,A,29715,SC,12890,16499,1.9
662,A,92057,CA,12890,19660,1.31
663,A,32724,FL,12888,18555,-2.33
664,A,55337,MN,12874,19695,2.98
665,A,32824,FL,12864,20453,5.72
666,A,20002,DC,12858,38459,-2.64
667,A,76542,TX,12858,21027,-2.29
668,A,28562,NC,12857,18812,3.83
669,A,37918,TN,12855,20228,1.57
670,A,23455,VA,12854,22286,6.0
671,A,27616,NC,12845,24282,-3.67
672,A,06082,CT,12844,17457,4.9
673,A,78628,TX,12825,17738,-2.49
674,A,91344,CA,12812,18424,2.85
675,A,60477,IL,12800,16261,5.98
676,A,33573,FL,12795,17168,-0.25
677,A,57106,SD,12785,21722,0.94
678,A,92114,CA,12783,18767,1.24
679,A,21042,MD,12778,15269,2.88
680,A,60625,IL,12778,33932,8.78
681,A,28117,NC,12767,21528,5.45
682,A,02780,MA,12764,22454,5.76
683,A,32955,FL,12762,19281,-1.51
684,A,44134,OH,12756,17436,3.22
685,A,46140,IN,12742,18167,7.7
686,A,99205,WA,12729,18791,2.51
687,A,48178,MI,12723,14402,5.15
688,A,47150,IN,12722,22834,6.92
