rank,tier,zip,state,owner,units,fhfa_a1
8805,C,10502,NY,1585,2002,3.61
8806,C,87901,NM,1584,3981,18.49
8807,C,98251,WA,1584,2226,-3.59
8808,C,03861,NH,1582,1890,5.32
8809,C,90020,CA,1581,19119,-1.96
8810,C,59072,MT,1581,2344,1.07
8811,C,17814,PA,1581,2615,8.12
8812,C,37153,TN,1580,1941,1.62
8813,C,95614,CA,1580,1755,-2.21
8814,C,60461,IL,1580,2034,14.79
8815,C,77659,TX,1579,2099,6.15
8816,C,46721,IN,1578,2075,10.18
8817,C,44676,OH,1578,2041,4.09
8818,C,16433,PA,1578,2094,-3.82
8819,C,31774,GA,1577,2818,5.53
8820,C,53594,WI,1577,2308,0.34
8821,C,92382,CA,1576,4006,1.63
8822,C,72065,AR,1576,2370,0.1
8823,C,34484,FL,1575,2717,24.66
8824,C,38023,TN,1575,2135,9.01
8825,C,28751,NC,1574,4134,1.09
8826,C,65747,MO,1573,3245,18.05
8827,C,42262,KY,1573,3980,19.87
8828,C,75709,TX,1573,3113,3.51
8829,C,76305,TX,1573,2321,-4.9
8830,C,07755,NJ,1568,2411,15.61
8831,C,73527,OK,1567,2115,11.67
8832,C,35978,AL,1567,2305,-9.82
8833,C,65656,MO,1566,2534,11.66
8834,C,43135,OH,1566,1955,-9.35
8835,C,36277,AL,1566,2007,-2.05
8836,C,35054,AL,1565,2064,-10.21
8837,C,21632,MD,1565,2929,2.4
8838,C,70075,LA,1564,1889,3.08
8839,C,38468,TN,1564,2204,0.53
8840,C,62561,IL,1564,2437,-2.76
8841,C,66032,KS,1563,2156,-2.56
8842,C,47648,IN,1563,2147,-1.82
8843,C,37357,TN,1561,2300,18.19
8844,C,42348,KY,1560,2174,4.78
8845,C,78652,TX,1559,1773,-4.26
8846,C,65556,MO,1559,2332,37.09
8847,C,75158,TX,1558,1899,9.77
8848,C,14801,NY,1558,2360,-19.28
8849,C,80470,CO,1557,1967,-8.23
8850,C,06268,CT,1557,3938,10.94
8851,C,39740,MS,1556,2251,-2.58
8852,C,30725,GA,1555,1963,6.55
8853,C,78947,TX,1554,2240,-3.09
8854,C,97391,OR,1554,2478,8.98
8855,C,93640,CA,1554,3521,-5.87
8856,C,93625,CA,1553,2969,8.03
8857,C,22572,VA,1552,3039,17.01
8858,C,37031,TN,1550,1780,-0.85
8859,C,98576,WA,1550,1895,6.97
8860,C,28394,NC,1549,2383,24.12
8861,C,99672,AK,1549,2670,13.21
8862,C,56267,MN,1549,2809,8.15
8863,C,35959,AL,1548,3211,6.76
8864,C,54830,WI,1547,5022,-2.59
8865,C,49455,MI,1547,2733,12.6
8866,C,03872,NH,1546,2435,5.11
8867,C,44612,OH,1546,2296,7.35
8868,C,78025,TX,1545,2544,-4.27
8869,C,44072,OH,1545,2011,-0.85
8870,C,55812,MN,1543,3954,7.56
8871,C,04252,ME,1543,2046,1.19
8872,C,06784,CT,1542,1971,4.01
8873,C,24641,VA,1542,2830,9.47
8874,C,45769,OH,1542,2822,18.62
8875,C,29429,SC,1540,1753,33.4
8876,C,61362,IL,1537,2689,-14.11
8877,C,49682,MI,1535,2439,5.76
8878,C,65255,MO,1534,1928,4.89
8879,C,49765,MI,1532,2787,8.76
8880,C,47138,IN,1532,2077,8.56
8881,C,13849,NY,1532,2472,18.76
8882,C,46616,IN,1531,2824,2.41
8883,C,85356,AZ,1530,2781,-18.55
8884,C,72941,AR,1529,2043,5.02
8885,C,97004,OR,1529,1693,9.82
8886,C,99003,WA,1527,2115,0.35
8887,C,48739,MI,1525,4015,12.43
8888,C,98380,WA,1525,2123,6.85
8889,C,18810,PA,1525,2911,11.04
8890,C,79410,TX,1523,4736,2.71
8891,C,74048,OK,1521,2589,26.86
8892,C,63361,MO,1521,2253,4.04
8893,C,55363,MN,1520,2075,2.84
8894,C,04015,ME,1520,2982,7.67
8895,C,07627,NJ,1520,1746,19.0
8896,C,01468,MA,1520,1823,13.53
8897,C,04862,ME,1519,2065,5.56
8898,C,43061,OH,1519,1634,12.51
8899,C,37302,TN,1518,2139,13.12
8900,C,48041,MI,1517,1838,6.17
8901,C,08059,NJ,1516,2408,0.51
8902,C,42127,KY,1515,3107,28.31
8903,C,28594,NC,1511,6802,9.36
8904,C,29682,SC,1511,2115,4.93
8905,C,29059,SC,1510,2801,2.95
8906,C,56368,MN,1510,2312,8.82
8907,C,76448,TX,1509,2799,4.77
8908,C,06420,CT,1509,1785,2.19
8909,C,45612,OH,1507,2219,0.82
8910,C,12582,NY,1507,1735,5.73
8911,C,55709,MN,1506,2479,3.38
8912,C,41030,KY,1505,2293,-0.98
8913,C,61755,IL,1505,2013,1.84
8914,C,40208,KY,1503,6675,4.17
8915,C,47327,IN,1503,2093,-0.38
8916,C,56529,MN,1502,2018,5.12
8917,C,55923,MN,1502,1789,1.36
8918,C,59079,MT,1500,1647,23.38
8919,C,54230,WI,1500,1789,2.0
8920,C,53565,WI,1500,2026,4.23
8921,C,29142,SC,1499,2083,8.71
8922,C,54840,WI,1497,2770,12.72
8923,C,62285,IL,1497,1703,-5.24
8924,C,17752,PA,1496,2020,0.74
8925,C,24273,VA,1494,2690,-7.96
8926,C,33922,FL,1492,2925,-4.17
8927,C,12845,NY,1491,3441,0.45
8928,C,32440,FL,1491,2646,10.89
8929,C,93591,CA,1490,2124,-2.48
8930,C,08802,NJ,1490,1604,12.17
8931,C,38451,TN,1489,1733,8.56
8932,C,45856,OH,1489,1939,17.83
8933,C,32567,FL,1488,2112,-2.87
8934,C,48651,MI,1487,3825,7.52
8935,C,71282,LA,1487,3889,1.18
8936,C,38581,TN,1486,2010,8.4
8937,C,74848,OK,1486,3092,19.04
8938,C,35760,AL,1486,1935,4.46
8939,C,98359,WA,1486,1836,3.37
8940,C,95228,CA,1485,2572,6.21
8941,C,53103,WI,1484,1624,10.28
8942,C,12790,NY,1483,2827,22.74
8943,C,32431,FL,1483,2392,7.32
8944,C,55005,MN,1482,1750,-3.15
8945,C,16134,PA,1482,2715,4.1
8946,C,07827,NJ,1481,1854,10.16
8947,C,82941,WY,1480,2497,4.79
8948,C,20722,MD,1480,2307,-0.67
8949,C,97446,OR,1478,1887,-4.65
8950,C,30571,GA,1477,2501,25.52
8951,C,75693,TX,1477,2366,0.87
8952,C,07522,NJ,1477,7440,8.82
8953,C,13811,NY,1476,1854,20.9
8954,C,87557,NM,1475,2509,7.51
8955,C,52247,IA,1475,2047,3.5
8956,C,08103,NJ,1474,5384,-1.19
8957,C,23507,VA,1474,3530,0.93
8958,C,48453,MI,1473,2147,3.73
8959,C,27851,NC,1472,2215,7.25
8960,C,22849,VA,1471,2403,-3.9
8961,C,13308,NY,1471,2026,0.72
8962,C,55321,MN,1471,2033,-4.01
8963,C,47807,IN,1470,6805,3.15
8964,C,31822,GA,1469,2387,5.44
8965,C,46118,IN,1469,2026,-2.06
8966,C,56549,MN,1468,1866,-1.67
8967,C,45135,OH,1468,2046,16.05
8968,C,80645,CO,1467,1774,4.76
8969,C,30564,GA,1466,1934,1.28
8970,C,68157,NE,1465,2129,19.08
8971,C,30557,GA,1464,2602,15.6
8972,C,84339,UT,1464,1664,-1.6
8973,C,08853,NJ,1464,2057,6.45
8974,C,84310,UT,1463,2335,4.23
8975,C,75459,TX,1462,2448,7.49
8976,C,82443,WY,1462,2436,-2.89
8977,C,08242,NJ,1461,2083,6.93
8978,C,90029,CA,1460,14465,3.32
8979,C,95470,CA,1460,2392,9.42
8980,C,19127,PA,1459,3496,0.29
8981,C,46538,IN,1457,2783,-11.41
8982,C,51054,IA,1457,2028,1.77
8983,C,47126,IN,1455,1784,6.97
8984,C,47118,IN,1455,2085,-3.87
8985,C,06250,CT,1454,1882,2.02
8986,C,74451,OK,1453,2653,4.41
8987,C,62411,IL,1452,1932,19.28
8988,C,88312,NM,1451,3219,11.42
8989,C,02635,MA,1451,2200,12.96
8990,C,37811,TN,1451,2233,7.03
8991,C,19930,DE,1450,8884,17.34
8992,C,02657,MA,1448,4778,27.34
8993,C,31328,GA,1447,3490,1.93
8994,C,35444,AL,1447,1867,3.68
8995,C,43044,OH,1447,2054,1.24
8996,C,46148,IN,1446,2137,1.39
8997,C,02746,MA,1445,7640,29.84
8998,C,18517,PA,1445,2117,9.25
8999,C,03037,NH,1444,1832,0.81
9000,C,47639,IN,1444,1853,-6.51
9001,C,38469,TN,1443,1776,25.09
9002,C,67026,KS,1443,1756,-0.07
9003,C,84318,UT,1442,1597,6.92
9004,C,52068,IA,1442,1676,11.11
9005,C,28640,NC,1440,2832,-3.97
9006,C,71234,LA,1440,2057,11.24
9007,C,22851,VA,1439,2544,-4.19
9008,C,23310,VA,1438,3386,-1.64
9009,C,72131,AR,1438,2265,-9.91
9010,C,38363,TN,1438,2839,17.57
9011,C,08535,NJ,1438,1715,7.69
9012,C,78956,TX,1437,2723,9.82
9013,C,23015,VA,1436,1779,1.82
9014,C,18054,PA,1436,1834,6.22
9015,C,72417,AR,1435,2391,0.31
9016,C,56464,MN,1435,2532,-3.93
9017,C,91203,CA,1435,7503,4.27
9018,C,55927,MN,1435,1760,5.68
9019,C,45207,OH,1434,3008,17.05
9020,C,31028,GA,1433,2253,11.78
9021,C,28512,NC,1432,8944,0.46
9022,C,96791,HI,1431,2697,19.67
9023,C,35490,AL,1431,1928,-0.73
9024,C,42749,KY,1430,2473,8.76
9025,C,54739,WI,1430,1991,5.17
9026,C,47243,IN,1428,2206,5.75
9027,C,95685,CA,1428,2388,6.55
9028,C,74337,OK,1427,2019,12.62
9029,C,93953,CA,1426,2958,6.57
9030,C,86334,AZ,1426,1954,19.36
9031,C,24586,VA,1426,2192,-1.56
9032,C,37061,TN,1425,2280,14.18
9033,C,02702,MA,1423,1615,5.53
9034,C,27562,NC,1422,1678,18.45
9035,C,97535,OR,1422,2104,-15.24
9036,C,71280,LA,1422,2280,22.79
9037,C,06277,CT,1422,1816,14.63
9038,C,38868,MS,1422,2240,17.99
9039,C,44824,OH,1422,1824,4.03
9040,C,32064,FL,1421,3645,-13.34
9041,C,92823,CA,1421,1973,13.3
9042,C,48191,MI,1421,1685,15.82
9043,C,10925,NY,1420,2220,13.38
9044,C,59019,MT,1420,1905,-2.59
9045,C,49746,MI,1419,2689,-25.34
9046,C,02837,RI,1419,2473,3.35
9047,C,07457,NJ,1419,2038,15.07
9048,C,93427,CA,1418,2712,-3.76
9049,C,33194,FL,1418,1865,-0.6
9050,C,55020,MN,1417,1501,0.11
9051,C,74029,OK,1417,2488,-1.37
9052,C,49254,MI,1417,1805,-0.57
9053,C,03840,NH,1415,1686,7.61
9054,C,03034,NH,1415,1569,5.4
9055,C,24104,VA,1413,2526,13.11
9056,C,80651,CO,1413,1672,7.95
9057,C,95971,CA,1412,2699,9.07
9058,C,03257,NH,1412,2395,-6.93
9059,C,06417,CT,1412,2169,3.44
9060,C,38865,MS,1412,2052,43.89
9061,C,29847,SC,1411,2065,41.75
9062,C,66713,KS,1410,2297,5.67
9063,C,13068,NY,1410,2165,12.0
9064,C,07440,NJ,1409,1598,6.03
9065,C,61048,IL,1407,1740,10.74
9066,C,55805,MN,1406,5430,9.05
9067,C,66092,KS,1406,1811,8.95
9068,C,49868,MI,1405,2951,4.05
9069,C,36607,AL,1404,3175,8.9
9070,C,75497,TX,1402,1954,-5.99
9071,C,22844,VA,1400,2257,7.1
9072,C,73131,OK,1400,1541,-5.64
9073,C,29372,SC,1397,2127,1.42
9074,C,32328,FL,1396,3029,12.16
9075,C,95623,CA,1394,1737,-1.69
9076,C,06259,CT,1393,1838,3.75
9077,C,60456,IL,1393,1916,2.89
9078,C,04250,ME,1392,2038,12.96
9079,C,43542,OH,1391,1571,18.93
9080,C,44644,OH,1390,2295,2.41
9081,C,27921,NC,1389,2109,-7.07
9082,C,56013,MN,1389,2110,2.87
9083,C,92372,CA,1387,1924,-6.83
9084,C,65565,MO,1387,2598,-3.11
9085,C,66217,KS,1387,2820,26.19
9086,C,95383,CA,1386,3243,2.26
9087,C,55604,MN,1384,3412,-9.75
9088,C,37014,TN,1383,1444,39.41
9089,C,24517,VA,1383,2376,5.96
9090,C,49067,MI,1382,1977,-0.7
9091,C,25880,WV,1382,2334,9.13
9092,C,37640,TN,1381,2344,25.34
9093,C,59644,MT,1380,1976,-0.92
9094,C,76431,TX,1380,1698,-14.94
9095,C,24095,VA,1380,1954,-7.39
9096,C,08609,NJ,1379,5347,5.04
9097,C,57769,SD,1378,1670,4.08
9098,C,63845,MO,1376,2689,-2.3
9099,C,02715,MA,1375,1573,12.56
9100,C,11978,NY,1373,3936,9.5
9101,C,48063,MI,1373,1567,6.14
9102,C,23063,VA,1372,1941,-0.86
9103,C,98591,WA,1372,1617,8.36
9104,C,83676,ID,1370,1841,12.94
9105,C,52213,IA,1370,1677,2.78
9106,C,13326,NY,1369,2724,9.53
9107,C,35968,AL,1369,1968,-4.16
9108,C,29924,SC,1368,2205,-6.42
9109,C,49332,MI,1368,2529,8.74
9110,C,01005,MA,1367,1876,-3.06
9111,C,18249,PA,1366,1752,18.75
9112,C,12404,NY,1365,2512,0.15
9113,C,56055,MN,1365,1712,-0.52
9114,C,67101,KS,1364,2793,19.84
9115,C,83110,WY,1364,2053,13.78
9116,C,81425,CO,1364,2059,-3.66
9117,C,97462,OR,1364,1797,-12.75
9118,C,47043,IN,1363,2223,-0.21
9119,C,38006,TN,1360,2224,5.1
9120,C,04950,ME,1357,2755,-0.65
9121,C,98047,WA,1356,2389,0.7
9122,C,56360,MN,1355,2688,-6.22
9123,C,03741,NH,1355,2171,10.61
9124,C,01535,MA,1355,2163,3.97
9125,C,48064,MI,1354,1457,0.81
9126,C,95247,CA,1353,2604,-0.14
9127,C,18507,PA,1352,2362,9.8
9128,C,10928,NY,1352,2442,-6.05
9129,C,48757,MI,1352,1687,10.52
9130,C,01770,MA,1351,1575,14.61
9131,C,03809,NH,1350,2001,26.94
9132,C,45113,OH,1349,1729,4.35
9133,C,24124,VA,1345,2062,-0.83
9134,C,20622,MD,1345,1433,-1.36
9135,C,33036,FL,1344,3651,34.33
9136,C,32461,FL,1342,5860,19.38
9137,C,54983,WI,1340,1999,8.35
9138,C,03451,NH,1340,1880,7.02
9139,C,48647,MI,1338,3139,11.98
9140,C,30520,GA,1338,1895,0.75
9141,C,38257,TN,1337,2127,13.58
9142,C,93926,CA,1336,2454,12.77
9143,C,48441,MI,1335,2165,35.25
9144,C,50648,IA,1335,1700,8.5
9145,C,54121,WI,1335,3238,-10.83
9146,C,37870,TN,1334,2262,7.05
9147,C,10921,NY,1334,1630,7.19
9148,C,53531,WI,1334,1612,2.29
9149,C,20158,VA,1333,1610,-0.97
9150,C,25159,WV,1333,1863,14.16
9151,C,45651,OH,1332,2354,13.86
9152,C,55375,MN,1332,1524,7.05
9153,C,10524,NY,1332,1850,-1.92
9154,C,99328,WA,1331,1967,1.69
9155,C,27207,NC,1331,1835,23.25
9156,C,97032,OR,1330,1805,-1.72
9157,C,54837,WI,1329,2043,7.14
9158,C,56621,MN,1329,2149,8.11
9159,C,72024,AR,1329,1821,7.03
9160,C,37738,TN,1328,7075,15.57
9161,C,37324,TN,1328,2542,4.88
9162,C,35541,AL,1327,2567,-13.57
9163,C,36260,AL,1326,1830,9.0
9164,C,65604,MO,1325,1700,-7.9
9165,C,97053,OR,1324,1426,0.68
9166,C,95634,CA,1324,2068,8.89
9167,C,36351,AL,1323,1836,-10.26
9168,C,66608,KS,1322,2484,-1.12
9169,C,85321,AZ,1321,2326,16.45
9170,C,75755,TX,1321,2286,-1.53
9171,C,50536,IA,1321,2127,17.11
9172,C,53020,WI,1317,1865,3.92
9173,C,27976,NC,1317,1366,4.32
9174,C,06093,CT,1316,1411,3.66
9175,C,84754,UT,1314,1658,-4.11
9176,C,48610,MI,1314,2651,1.52
9177,C,47459,IN,1314,1616,22.46
9178,C,57754,SD,1312,2929,5.95
9179,C,05060,VT,1311,2213,9.44
9180,C,65652,MO,1311,1674,1.24
9181,C,23336,VA,1310,4495,21.42
9182,C,57004,SD,1310,1702,3.12
9183,C,45887,OH,1310,1863,15.42
9184,C,32617,FL,1308,1804,4.23
9185,C,44084,OH,1308,1848,9.25
9186,C,28366,NC,1306,2118,15.7
9187,C,11954,NY,1305,4565,11.51
9188,C,03851,NH,1305,1785,5.7
9189,C,40008,KY,1305,1718,4.1
9190,C,38066,TN,1304,1490,1.8
9191,C,75473,TX,1304,1610,28.56
9192,C,21782,MD,1304,1683,1.67
9193,C,22645,VA,1304,1788,1.82
9194,C,53525,WI,1302,1771,6.24
9195,C,03086,NH,1300,1820,12.0
9196,C,38549,TN,1298,2529,-12.47
9197,C,11944,NY,1298,3106,3.61
9198,C,02538,MA,1297,1825,3.6
9199,C,97341,OR,1296,2693,4.78
9200,C,93225,CA,1295,2397,-5.29
9201,C,30337,GA,1295,5702,0.17
9202,C,99122,WA,1295,2262,5.55
9203,C,56097,MN,1295,1801,4.6
9204,C,51109,IA,1294,1570,16.71
9205,C,12210,NY,1293,6580,4.53
9206,C,52301,IA,1291,1850,2.32
9207,C,37656,TN,1291,1647,10.7
9208,C,78705,TX,1290,12519,37.94
9209,C,53004,WI,1290,1537,12.61
9210,C,54630,WI,1290,1813,3.6
9211,C,95223,CA,1289,7273,-1.75
9212,C,59759,MT,1289,1848,22.09
9213,C,64844,MO,1289,1873,13.14
9214,C,08554,NJ,1288,1521,1.21
9215,C,85544,AZ,1287,3731,-4.17
9216,C,12809,NY,1287,1815,1.46
9217,C,43762,OH,1287,1813,19.76
9218,C,21817,MD,1286,2511,11.74
9219,C,12015,NY,1286,2244,12.38
9220,C,31816,GA,1286,2542,22.61
9221,C,46797,IN,1285,1422,10.19
9222,C,11804,NY,1285,1521,7.91
9223,C,02639,MA,1284,5162,8.8
9224,C,52338,IA,1284,1380,-0.54
9225,C,21053,MD,1282,1385,1.38
9226,C,07420,NJ,1282,1873,4.93
9227,C,54113,WI,1281,1488,-6.74
9228,C,81089,CO,1280,2415,-1.66
9229,C,85004,AZ,1280,6455,12.41
9230,C,95249,CA,1280,2033,0.63
9231,C,17301,PA,1280,1591,7.79
9232,C,17364,PA,1280,1672,0.1
9233,C,21663,MD,1278,2110,10.2
9234,C,98570,WA,1278,2031,6.31
9235,C,36726,AL,1278,2366,7.65
9236,C,30527,GA,1276,1580,4.36
9237,C,97127,OR,1276,1432,-2.02
9238,C,13634,NY,1276,2046,19.08
9239,C,54634,WI,1276,1888,32.78
9240,C,30139,GA,1275,1786,6.86
9241,C,61568,IL,1274,1849,10.04
9242,C,03581,NH,1273,1970,13.32
9243,C,55322,MN,1273,1461,2.56
9244,C,48703,MI,1272,2836,-0.48
9245,C,44217,OH,1272,1553,2.02
9246,C,46225,IN,1271,3056,4.84
9247,C,81224,CO,1270,2459,4.3
9248,C,22974,VA,1270,1544,-0.55
9249,C,02644,MA,1269,1547,0.87
9250,C,48759,MI,1269,1928,4.35
9251,C,38256,TN,1267,3006,-2.84
9252,C,72542,AR,1267,2186,7.56
9253,C,28626,NC,1267,2092,22.88
9254,C,32195,FL,1267,1591,8.33
9255,C,98333,WA,1266,1509,1.49
9256,C,21826,MD,1266,2148,7.56
9257,C,70395,LA,1266,1985,-9.05
9258,C,15531,PA,1266,1907,25.48
9259,C,84526,UT,1265,2591,5.65
9260,C,54173,WI,1264,1468,3.92
9261,C,96756,HI,1263,3534,-4.85
9262,C,01541,MA,1262,1409,8.0
9263,C,65483,MO,1260,2077,-2.93
9264,C,19953,DE,1259,1830,12.28
9265,C,35033,AL,1257,1694,15.63
9266,C,24083,VA,1257,1678,5.54
9267,C,53574,WI,1257,1617,6.41
9268,C,06231,CT,1257,1483,10.44
9269,C,03225,NH,1256,1871,18.74
9270,C,12484,NY,1255,1479,-6.55
9271,C,11096,NY,1252,2706,17.94
9272,C,60112,IL,1250,1691,10.47
9273,C,07852,NJ,1250,1629,14.68
9274,C,72521,AR,1250,2302,-4.99
9275,C,35983,AL,1249,1957,2.26
9276,C,59722,MT,1249,2130,26.42
9277,C,56514,MN,1248,1512,11.63
9278,C,24348,VA,1247,2414,3.89
9279,C,01506,MA,1247,1546,1.25
9280,C,45142,OH,1247,1647,4.79
9281,C,42378,KY,1247,1493,28.95
9282,C,49128,MI,1245,1929,7.39
9283,C,70341,LA,1245,1716,-23.96
9284,C,30629,GA,1243,1975,20.86
9285,C,62535,IL,1243,1346,6.26
9286,C,54174,WI,1242,2482,1.61
9287,C,50674,IA,1242,1669,21.05
9288,C,39459,MS,1242,1609,-4.53
9289,C,65051,MO,1241,2293,6.59
9290,C,41004,KY,1241,1710,5.69
9291,C,98631,WA,1240,3143,5.79
9292,C,55073,MN,1240,1476,4.12
9293,C,33946,FL,1239,3217,32.84
9294,C,45204,OH,1238,3709,-2.51
9295,C,65063,MO,1238,1626,4.72
9296,C,43532,OH,1238,1424,-1.01
9297,C,99111,WA,1237,1920,12.3
9298,C,27027,NC,1236,2191,3.47
9299,C,81432,CO,1235,2058,-5.2
9300,C,33306,FL,1235,2109,-2.56
9301,C,75452,TX,1234,1747,3.4
9302,C,49253,MI,1234,2196,11.54
9303,C,48876,MI,1234,1817,5.86
9304,C,29583,SC,1233,2399,32.43
9305,C,45053,OH,1233,1294,10.94
9306,C,63863,MO,1232,2697,33.02
9307,C,72088,AR,1231,2090,13.14
9308,C,13346,NY,1231,2261,26.52
9309,C,30295,GA,1231,1921,-0.17
9310,C,28098,NC,1229,1685,-2.3
9311,C,72370,AR,1229,3451,-0.37
9312,C,12871,NY,1229,1844,7.74
9313,C,80443,CO,1226,5552,25.19
9314,C,29438,SC,1226,3545,-6.96
9315,C,08751,NJ,1225,5319,13.11
9316,C,44837,OH,1225,1643,15.07
9317,C,04220,ME,1224,1638,7.43
9318,C,93434,CA,1224,2296,-2.01
9319,C,76531,TX,1223,2333,-2.35
9320,C,81419,CO,1223,1668,-3.52
9321,C,30259,GA,1223,1398,-7.78
9322,C,70449,LA,1223,1835,1.36
9323,C,38326,TN,1222,2828,-1.33
9324,C,96122,CA,1222,2533,12.79
9325,C,30147,GA,1222,1901,-5.63
9326,C,24554,VA,1221,1730,7.53
9327,C,58318,ND,1220,2461,7.34
9328,C,79562,TX,1220,1432,3.69
9329,C,54520,WI,1220,2948,13.8
9330,C,37407,TN,1220,3540,0.09
9331,C,76579,TX,1219,2133,-4.14
9332,C,36875,AL,1219,1764,-2.22
9333,C,35083,AL,1218,1590,7.27
9334,C,69138,NE,1217,1921,-7.45
9335,C,37860,TN,1216,1518,5.74
9336,C,35049,AL,1215,1768,-5.27
9337,C,49245,MI,1215,1830,-5.58
9338,C,33838,FL,1214,2162,4.35
9339,C,67550,KS,1214,2424,-10.68
9340,C,84312,UT,1214,1573,-2.45
9341,C,93265,CA,1213,1901,-1.98
9342,C,07832,NJ,1212,1412,8.28
9343,C,70730,LA,1212,1666,-11.97
9344,C,45219,OH,1211,8023,-0.07
9345,C,96093,CA,1211,1879,-1.39
9346,C,04294,ME,1211,1844,10.75
9347,C,98266,WA,1208,1918,1.77
9348,C,35006,AL,1207,1729,10.43
9349,C,45723,OH,1207,1689,6.46
9350,C,13438,NY,1206,1944,-2.51
9351,C,92004,CA,1205,2917,1.19
9352,C,84713,UT,1204,1811,3.15
9353,C,97720,OR,1202,2247,-0.72
9354,C,21756,MD,1202,1360,4.64
9355,C,21639,MD,1201,1890,15.69
9356,C,16666,PA,1201,1386,26.3
9357,C,14201,NY,1200,7172,5.75
9358,C,63072,MO,1198,1350,-1.18
9359,C,57039,SD,1197,1554,2.49
9360,C,78373,TX,1195,5614,5.81
9361,C,59427,MT,1195,1963,-1.71
9362,C,49274,MI,1193,1956,30.02
9363,C,92549,CA,1192,4182,-6.39
9364,C,71064,LA,1192,1881,77.16
9365,C,42086,KY,1192,1711,7.0
9366,C,01431,MA,1191,1308,10.92
9367,C,14738,NY,1191,1714,33.48
9368,C,54771,WI,1191,1549,1.17
9369,C,97111,OR,1190,1609,2.51
9370,C,47143,IN,1189,1300,2.83
9371,C,49635,MI,1188,3014,6.84
9372,C,46792,IN,1188,1723,-8.6
9373,C,65791,MO,1187,1904,15.74
9374,C,37886,TN,1186,1808,-7.96
9375,C,80446,CO,1185,3333,-9.41
9376,C,54722,WI,1185,1846,4.62
9377,C,28746,NC,1184,3310,11.93
9378,C,27601,NC,1184,4874,-1.16
9379,C,28571,NC,1184,1889,2.28
9380,C,54891,WI,1184,1736,1.97
9381,C,17065,PA,1184,1705,9.0
9382,C,04287,ME,1184,1426,-4.54
9383,C,29704,SC,1183,1454,-12.22
9384,C,66535,KS,1182,1722,-2.03
9385,C,57601,SD,1181,1886,-4.98
9386,C,35224,AL,1178,2761,15.87
9387,C,01951,MA,1178,1731,8.25
9388,C,80807,CO,1177,2057,-1.47
9389,C,67210,KS,1177,3676,30.34
9390,C,21201,MD,1176,11468,-0.9
9391,C,22482,VA,1176,2152,17.36
9392,C,29591,SC,1176,2002,17.02
9393,C,85543,AZ,1175,1768,1.34
9394,C,44302,OH,1174,3011,7.1
9395,C,06710,CT,1174,4515,52.59
9396,C,65705,MO,1173,2049,16.79
9397,C,30742,GA,1172,3681,1.06
9398,C,29075,SC,1172,1413,28.58
9399,C,71075,LA,1171,3027,12.97
9400,C,97115,OR,1171,1451,13.06
9401,C,22853,VA,1169,1839,14.38
9402,C,38828,MS,1169,1839,2.4
9403,C,90212,CA,1168,6107,6.9
9404,C,08829,NJ,1167,1485,8.53
9405,C,22213,VA,1167,1814,3.59
9406,C,16023,PA,1167,1734,36.83
9407,C,37144,TN,1166,1474,16.47
9408,C,50225,IA,1164,1432,2.11
9409,C,59873,MT,1163,1776,12.51
9410,C,67068,KS,1163,2117,19.88
9411,C,37310,TN,1161,1736,17.96
9412,C,49256,MI,1161,1608,-9.22
9413,C,54013,WI,1161,1576,6.04
9414,C,34981,FL,1160,2069,9.41
9415,C,35616,AL,1160,1993,9.65
9416,C,23974,VA,1160,2100,22.08
9417,C,56057,MN,1160,1619,-3.63
9418,C,54479,WI,1159,1462,-4.48
9419,C,36611,AL,1158,2713,39.76
9420,C,38052,TN,1158,1734,60.25
9421,C,55006,MN,1157,1639,0.73
9422,C,32502,FL,1156,2582,-2.26
9423,C,38040,TN,1156,2320,1.66
9424,C,28605,NC,1155,4336,3.82
9425,C,60469,IL,1155,1704,-1.09
9426,C,54015,WI,1154,1528,10.36
9427,C,59935,MT,1152,1979,4.43
9428,C,37846,TN,1152,1678,34.28
9429,C,29450,SC,1151,1446,17.98
9430,C,58368,ND,1151,1668,-6.15
9431,C,68069,NE,1150,1476,-6.76
9432,C,43723,OH,1150,2179,14.23
9433,C,92003,CA,1149,1798,6.98
9434,C,54960,WI,1148,2192,10.81
9435,C,34756,FL,1147,1515,-3.2
9436,C,63456,MO,1147,2335,4.51
9437,C,53952,WI,1146,2043,6.18
9438,C,55001,MN,1146,1221,-0.71
9439,C,66523,KS,1145,1777,-3.48
9440,C,58545,ND,1145,1887,-0.23
9441,C,75424,TX,1143,1387,8.27
9442,C,18326,PA,1143,1914,18.85
9443,C,62265,IL,1142,1879,8.43
9444,C,13833,NY,1141,1741,-8.93
9445,C,74855,OK,1140,1748,29.75
9446,C,05091,VT,1139,2205,9.3
9447,C,49650,MI,1136,1451,6.38
9448,C,28032,NC,1134,1664,32.5
9449,C,30104,GA,1132,1755,0.7
9450,C,76524,TX,1132,1473,6.47
9451,C,48637,MI,1132,1319,2.92
9452,C,63873,MO,1131,2013,-4.43
9453,C,44672,OH,1130,2670,22.05
9454,C,31092,GA,1129,2402,8.39
9455,C,77485,TX,1128,1831,-4.02
9456,C,92250,CA,1128,2476,17.28
9457,C,41010,KY,1128,1729,17.55
9458,C,20764,MD,1127,1708,3.45
9459,C,61064,IL,1127,1842,9.52
9460,C,77650,TX,1126,2829,-0.83
