rank,tier,zip,state,owner,units,has_fhfa
7484,C,73118,OK,3986,7856,1
7485,C,25411,WV,3985,6195,1
7486,C,94517,CA,3985,4433,1
7487,C,65265,MO,3984,6690,1
7488,C,97408,OR,3984,6585,1
7489,C,37062,TN,3984,4962,1
7490,C,20032,DC,3983,19708,1
7491,C,18705,PA,3983,7268,1
7492,C,49457,MI,3983,4925,1
7493,C,65270,MO,3981,7187,1
7494,C,45807,OH,3981,5109,1
7495,C,95824,CA,3980,9686,1
7496,C,21204,MD,3980,9529,1
7497,C,21613,MD,3979,9331,1
7498,C,75773,TX,3979,6291,1
7499,C,91345,CA,3979,5672,1
7500,C,45152,OH,3979,4999,1
7501,C,11577,NY,3979,4453,1
7502,C,31906,GA,3977,11046,1
7503,C,33759,FL,3977,8821,1
7504,C,19055,PA,3977,5089,1
7505,C,75751,TX,3976,7432,1
7506,C,29118,SC,3976,6742,1
7507,C,16127,PA,3976,5731,1
7508,C,63074,MO,3975,7523,1
7509,C,24055,VA,3975,6273,1
7510,C,80924,CO,3975,6154,1
7511,C,88021,NM,3975,5742,1
7512,C,94708,CA,3975,5048,1
7513,C,98579,WA,3974,5005,1
7514,C,19734,DE,3973,4689,1
7515,C,06517,CT,3972,6875,1
7516,C,23150,VA,3971,5446,1
7517,C,29902,SC,3970,7131,1
7518,C,23662,VA,3967,4945,1
7519,C,07456,NJ,3966,4241,1
7520,C,36054,AL,3965,6265,1
7521,C,12211,NY,3964,4561,1
7522,C,72543,AR,3963,7088,1
7523,C,29920,SC,3961,7045,1
7524,C,99037,WA,3961,6189,1
7525,C,20866,MD,3961,5142,1
7526,C,99712,AK,3960,6037,1
7527,C,41701,KY,3958,7596,1
7528,C,26105,WV,3957,5861,1
7529,C,17350,PA,3957,5600,1
7530,C,53563,WI,3957,4672,1
7531,C,49849,MI,3956,5915,1
7532,C,91103,CA,3955,9392,1
7533,C,32063,FL,3955,5408,1
7534,C,41143,KY,3954,6083,1
7535,C,33527,FL,3954,5768,1
7536,C,14219,NY,3954,5612,1
7537,C,21102,MD,3954,4513,1
7538,C,49306,MI,3950,4207,1
7539,C,02150,MA,3949,14162,1
7540,C,76120,TX,3949,8885,1
7541,C,19956,DE,3949,6556,1
7542,C,08611,NJ,3947,11638,1
7543,C,60119,IL,3947,4595,1
7544,C,32055,FL,3946,7498,1
7545,C,33606,FL,3945,10918,1
7546,C,31030,GA,3945,7942,1
7547,C,45002,OH,3945,5817,1
7548,C,08889,NJ,3945,4449,1
7549,C,40204,KY,3944,8759,1
7550,C,49071,MI,3944,4415,1
7551,C,72908,AR,3943,6374,1
7552,C,19086,PA,3943,4570,1
7553,C,44310,OH,3942,11074,1
7554,C,73026,OK,3942,4349,1
7555,C,19003,PA,3941,6346,1
7556,C,36027,AL,3940,7541,1
7557,C,80701,CO,3940,6575,1
7558,C,43567,OH,3939,5179,1
7559,C,38556,TN,3938,6406,1
7560,C,11545,NY,3937,4686,1
7561,C,02052,MA,3937,4679,1
7562,C,01603,MA,3935,8504,1
7563,C,14610,NY,3935,7823,1
7564,C,97113,OR,3934,5500,1
7565,C,43609,OH,3933,10272,1
7566,C,21788,MD,3933,5102,1
7567,C,95825,CA,3932,16803,1
7568,C,30260,GA,3932,9858,1
7569,C,17222,PA,3932,5108,1
7570,C,93263,CA,3931,6489,1
7571,C,28217,NC,3930,13615,1
7572,C,68114,NE,3929,8437,1
7573,C,30747,GA,3929,7121,1
7574,C,32776,FL,3929,5022,1
7575,C,93730,CA,3928,5266,1
7576,C,96786,HI,3926,14444,1
7577,C,33304,FL,3926,12367,1
7578,C,72901,AR,3926,10337,1
7579,C,39507,MS,3926,9032,1
7580,C,65809,MO,3924,4930,1
7581,C,17319,PA,3924,4386,1
7582,C,02721,MA,3923,12358,1
7583,C,70401,LA,3922,10321,1
7584,C,60106,IL,3921,7704,1
7585,C,38732,MS,3921,7354,1
7586,C,18407,PA,3919,7028,1
7587,C,78064,TX,3919,6179,1
7588,C,25302,WV,3918,7676,1
7589,C,79045,TX,3918,7026,1
7590,C,39339,MS,3918,6517,1
7591,C,91208,CA,3918,6450,1
7592,C,87104,NM,3917,6628,1
7593,C,27244,NC,3917,5740,1
7594,C,53959,WI,3916,5930,1
7595,C,27892,NC,3915,6690,1
7596,C,33301,FL,3914,13955,1
7597,C,48341,MI,3914,8601,1
7598,C,87059,NM,3913,4436,1
7599,C,06051,CT,3912,13798,1
7600,C,34972,FL,3911,7004,1
7601,C,27214,NC,3911,5992,1
7602,C,32333,FL,3911,5162,1
7603,C,62522,IL,3910,7215,1
7604,C,60070,IL,3910,6353,1
7605,C,01527,MA,3910,5603,1
7606,C,06357,CT,3909,6042,1
7607,C,49097,MI,3908,4861,1
7608,C,07078,NJ,3908,4433,1
7609,C,34228,FL,3907,9865,1
7610,C,31411,GA,3907,4666,1
7611,C,33701,FL,3904,13434,1
7612,C,01247,MA,3903,7859,1
7613,C,07079,NJ,3903,6131,1
7614,C,92113,CA,3902,14443,1
7615,C,35077,AL,3902,6045,1
7616,C,30110,GA,3902,5822,1
7617,C,44811,OH,3902,5658,1
7618,C,22303,VA,3901,8669,1
7619,C,45631,OH,3901,6328,1
7620,C,96743,HI,3900,6690,1
7621,C,36272,AL,3900,6166,1
7622,C,75116,TX,3898,7041,1
7623,C,37683,TN,3898,5870,1
7624,C,07843,NJ,3898,4917,1
7625,C,31015,GA,3897,9252,1
7626,C,40769,KY,3897,7486,1
7627,C,98580,WA,3897,4743,1
7628,C,56258,MN,3895,6976,1
7629,C,93110,CA,3894,6866,1
7630,C,19526,PA,3894,5240,1
7631,C,07444,NJ,3894,4908,1
7632,C,15065,PA,3893,5754,1
7633,C,36502,AL,3892,7404,1
7634,C,17837,PA,3892,6767,1
7635,C,27608,NC,3892,5589,1
7636,C,11950,NY,3892,5039,1
7637,C,07974,NJ,3890,4995,1
7638,C,18014,PA,3890,4822,1
7639,C,93636,CA,3890,4759,1
7640,C,38261,TN,3889,7178,1
7641,C,93933,CA,3888,10227,1
7642,C,72210,AR,3888,6876,1
7643,C,31545,GA,3887,6856,1
7644,C,74467,OK,3887,6826,1
7645,C,34453,FL,3887,5628,1
7646,C,48128,MI,3887,4589,1
7647,C,46615,IN,3885,7234,1
7648,C,71202,LA,3884,11119,1
7649,C,77091,TX,3882,12501,1
7650,C,44907,OH,3881,7798,1
7651,C,07644,NJ,3880,9864,1
7652,C,79124,TX,3880,4676,1
7653,C,02632,MA,3879,6363,1
7654,C,60712,IL,3878,4987,1
7655,C,72830,AR,3876,6802,1
7656,C,44026,OH,3876,4516,1
7657,C,61607,IL,3874,4887,1
7658,C,43326,OH,3873,5695,1
7659,C,60418,IL,3873,5331,1
7660,C,55092,MN,3873,4313,1
7661,C,94805,CA,3872,6076,1
7662,C,15215,PA,3872,5718,1
7663,C,63110,MO,3871,10260,1
7664,C,47006,IN,3871,5025,1
7665,C,47119,IN,3871,4635,1
7666,C,94607,CA,3869,14362,1
7667,C,60827,IL,3868,11481,1
7668,C,37777,TN,3868,5995,1
7669,C,53210,WI,3867,11005,1
7670,C,33954,FL,3866,5099,1
7671,C,48144,MI,3866,4179,1
7672,C,93955,CA,3865,11150,1
7673,C,75633,TX,3865,6399,1
7674,C,97221,OR,3864,5593,1
7675,C,36093,AL,3864,4491,1
7676,C,56071,MN,3863,4773,1
7677,C,64116,MO,3862,9691,1
7678,C,67301,KS,3862,6421,1
7679,C,76550,TX,3862,6129,1
7680,C,39574,MS,3862,5329,1
7681,C,92612,CA,3861,16161,1
7682,C,61102,IL,3861,7386,1
7683,C,20186,VA,3861,6114,1
7684,C,51301,IA,3861,6096,1
7685,C,37879,TN,3861,5534,1
7686,C,07646,NJ,3860,6428,1
7687,C,48138,MI,3860,4537,1
7688,C,15201,PA,3859,7970,1
7689,C,75791,TX,3857,5758,1
7690,C,60026,IL,3856,5932,1
7691,C,74604,OK,3856,5576,1
7692,C,23836,VA,3856,5519,1
7693,C,11105,NY,3855,17518,1
7694,C,24354,VA,3855,6929,1
7695,C,72117,AR,3854,6691,1
7696,C,35223,AL,3854,4743,1
7697,C,31520,GA,3853,10619,1
7698,C,98467,WA,3852,6718,1
7699,C,76132,TX,3851,13906,1
7700,C,38063,TN,3851,7070,1
7701,C,32736,FL,3851,4445,1
7702,C,06076,CT,3849,5216,1
7703,C,79905,TX,3847,9168,1
7704,C,36606,AL,3847,9129,1
7705,C,80517,CO,3847,7043,1
7706,C,10027,NY,3846,28038,0
7707,C,05401,VT,3846,13898,1
7708,C,39213,MS,3846,10172,1
7709,C,52807,IA,3846,8136,1
7710,C,16830,PA,3846,6841,1
7711,C,35404,AL,3845,11427,1
7712,C,77868,TX,3844,6510,1
7713,C,14502,NY,3844,4769,1
7714,C,33812,FL,3843,5516,1
7715,C,89423,NV,3843,4963,1
7716,C,38866,MS,3842,5399,1
7717,C,90403,CA,3840,14853,1
7718,C,54467,WI,3840,6233,1
7719,C,32351,FL,3839,7065,1
7720,C,97381,OR,3839,5882,1
7721,C,95673,CA,3838,5426,1
7722,C,06482,CT,3836,4388,1
7723,C,39470,MS,3833,5353,1
7724,C,34785,FL,3831,6595,1
7725,C,93305,CA,3830,11824,1
7726,C,30035,GA,3830,8731,1
7727,C,63105,MO,3830,7231,1
7728,C,35954,AL,3830,5646,1
7729,C,62966,IL,3828,7125,1
7730,C,85390,AZ,3828,5702,1
7731,C,02882,RI,3827,8870,1
7732,C,48638,MI,3827,6479,1
7733,C,02917,RI,3827,5119,1
7734,C,62712,IL,3827,4938,1
7735,C,95963,CA,3826,6270,1
7736,C,21046,MD,3825,6361,1
7737,C,75249,TX,3825,5188,1
7738,C,98329,WA,3825,4545,1
7739,C,07438,NJ,3825,4486,1
7740,C,05201,VT,3824,6941,1
7741,C,49412,MI,3824,5143,1
7742,C,90031,CA,3823,12686,1
7743,C,16686,PA,3823,5919,1
7744,C,98663,WA,3822,6753,1
7745,C,07936,NJ,3820,4162,1
7746,C,33534,FL,3819,6219,1
7747,C,71295,LA,3819,6151,1
7748,C,28501,NC,3817,9896,1
7749,C,61764,IL,3817,6058,1
7750,C,19036,PA,3817,5258,1
7751,C,66610,KS,3817,4010,1
7752,C,40336,KY,3816,6030,1
7753,C,92118,CA,3814,9521,1
7754,C,68512,NE,3814,5898,1
7755,C,11415,NY,3812,9794,1
7756,C,40484,KY,3812,5686,1
7757,C,93013,CA,3811,7640,1
7758,C,46807,IN,3811,7182,1
7759,C,25504,WV,3811,5492,1
7760,C,06475,CT,3810,5983,1
7761,C,01854,MA,3809,10960,1
7762,C,72904,AR,3809,8406,1
7763,C,01843,MA,3808,10968,1
7764,C,46250,IN,3808,9815,1
7765,C,34474,FL,3808,9207,1
7766,C,60012,IL,3808,4356,1
7767,C,70665,LA,3807,5626,1
7768,C,60305,IL,3806,4494,1
7769,C,64056,MO,3803,6451,1
7770,C,48225,MI,3802,6271,1
7771,C,02563,MA,3802,4898,1
7772,C,34479,FL,3801,5906,1
7773,C,50138,IA,3801,5181,1
7774,C,60097,IL,3799,4446,1
7775,C,29033,SC,3798,6873,1
7776,C,35453,AL,3798,5215,1
7777,C,76054,TX,3797,4702,1
7778,C,20695,MD,3797,4475,1
7779,C,64772,MO,3796,6054,1
7780,C,56093,MN,3796,5216,1
7781,C,48723,MI,3796,5175,1
7782,C,91914,CA,3795,4948,1
7783,C,18055,PA,3795,4946,1
7784,C,77504,TX,3794,10080,1
7785,C,92411,CA,3793,7065,1
7786,C,28469,NC,3792,8730,1
7787,C,16428,PA,3792,5576,1
7788,C,75167,TX,3792,4298,1
7789,C,80236,CO,3791,6549,1
7790,C,02375,MA,3790,4682,1
7791,C,03064,NH,3788,6671,1
7792,C,13421,NY,3788,5953,1
7793,C,62010,IL,3788,5163,1
7794,C,12561,NY,3787,7081,1
7795,C,33413,FL,3786,6217,1
7796,C,99901,AK,3785,6659,1
7797,C,39482,MS,3785,4760,1
7798,C,29936,SC,3783,6120,1
7799,C,85501,AZ,3783,6102,1
7800,C,67156,KS,3782,6392,1
7801,C,97503,OR,3782,4708,1
7802,C,92108,CA,3781,14072,0
7803,C,32148,FL,3781,5371,1
7804,C,02143,MA,3780,12901,1
7805,C,11416,NY,3780,8047,1
7806,C,24477,VA,3780,5037,1
7807,C,08536,NJ,3779,8894,1
7808,C,74127,OK,3779,7474,1
7809,C,21769,MD,3777,4519,1
7810,C,91202,CA,3776,9177,1
7811,C,33972,FL,3776,5422,1
7812,C,97056,OR,3775,5179,1
7813,C,25309,WV,3774,5867,1
7814,C,60130,IL,3773,7777,1
7815,C,30601,GA,3772,11634,1
7816,C,23117,VA,3772,5537,1
7817,C,92701,CA,3770,13470,1
7818,C,15218,PA,3768,7321,1
7819,C,07670,NJ,3768,5415,1
7820,C,97216,OR,3767,7235,1
7821,C,50327,IA,3767,5077,1
7822,C,77029,TX,3766,6386,1
7823,C,60526,IL,3766,5474,1
7824,C,38019,TN,3765,6543,1
7825,C,36078,AL,3764,5991,1
7826,C,52101,IA,3764,5611,1
7827,C,78063,TX,3764,4947,1
7828,C,17740,PA,3762,5041,1
7829,C,49696,MI,3762,5005,1
7830,C,18073,PA,3761,4266,1
7831,C,48065,MI,3760,4672,1
7832,C,60436,IL,3757,7136,1
7833,C,45690,OH,3757,6291,1
7834,C,32922,FL,3756,8667,1
7835,C,64110,MO,3756,8655,1
7836,C,84335,UT,3756,4769,1
7837,C,40211,KY,3755,11450,1
7838,C,33974,FL,3755,5771,1
7839,C,41056,KY,3754,6826,1
7840,C,05602,VT,3754,5961,1
7841,C,15071,PA,3754,5285,1
7842,C,64505,MO,3753,5836,1
7843,C,53527,WI,3753,4732,1
7844,C,02093,MA,3753,4656,1
7845,C,39525,MS,3753,4538,1
7846,C,55445,MN,3752,4793,1
7847,C,52577,IA,3751,6242,1
7848,C,32344,FL,3751,5988,1
7849,C,53228,WI,3750,7180,1
7850,C,75647,TX,3750,5706,1
7851,C,23221,VA,3749,7776,1
7852,C,42642,KY,3749,6453,1
7853,C,92610,CA,3749,4809,1
7854,C,40217,KY,3748,6840,1
7855,C,75686,TX,3748,6003,1
7856,C,64701,MO,3748,5988,1
7857,C,47460,IN,3748,5045,1
7858,C,20678,MD,3748,5016,1
7859,C,99202,WA,3747,8296,1
7860,C,65340,MO,3747,6293,1
7861,C,71602,AR,3743,7489,1
7862,C,77651,TX,3743,5964,1
7863,C,08318,NJ,3743,4648,1
7864,C,11766,NY,3743,4040,1
7865,C,02554,MA,3741,10985,1
7866,C,14425,NY,3741,5414,1
7867,C,38821,MS,3740,5840,1
7868,C,53074,WI,3739,5859,1
7869,C,30204,GA,3739,5651,1
7870,C,53085,WI,3738,5308,1
7871,C,85621,AZ,3737,8244,1
7872,C,53965,WI,3737,6792,1
7873,C,61264,IL,3737,4978,1
7874,C,29512,SC,3735,7755,1
7875,C,21029,MD,3735,4155,1
7876,C,46582,IN,3732,7064,1
7877,C,30513,GA,3731,8960,1
7878,C,18080,PA,3731,4947,1
7879,C,34242,FL,3730,10418,1
7880,C,29506,SC,3730,8710,1
7881,C,75801,TX,3730,7259,1
7882,C,54487,WI,3730,7200,1
7883,C,02631,MA,3729,8215,1
7884,C,68132,NE,3729,6856,1
7885,C,87004,NM,3728,4916,1
7886,C,01030,MA,3725,5199,1
7887,C,10013,NY,3723,15933,0
7888,C,44123,OH,3723,9176,1
7889,C,80030,CO,3722,6823,1
7890,C,81601,CO,3722,6491,1
7891,C,50219,IA,3722,5621,1
7892,C,29054,SC,3722,4950,1
7893,C,04530,ME,3720,6162,1
7894,C,17870,PA,3719,5778,1
7895,C,01605,MA,3718,12757,1
7896,C,47371,IN,3718,5458,1
7897,C,70047,LA,3718,5316,1
7898,C,48040,MI,3718,4588,1
7899,C,19312,PA,3718,4526,1
7900,C,78728,TX,3717,13878,1
7901,C,67213,KS,3717,9788,1
7902,C,30297,GA,3716,11438,1
7903,C,28711,NC,3715,7563,1
7904,C,75654,TX,3712,5285,1
7905,C,18954,PA,3712,3812,1
7906,C,02045,MA,3711,5733,1
7907,C,63138,MO,3710,9033,1
7908,C,17754,PA,3710,5381,1
7909,C,72012,AR,3708,6110,1
7910,C,75935,TX,3708,5753,1
7911,C,70805,LA,3707,11502,1
7912,C,74955,OK,3707,6353,1
7913,C,48840,MI,3707,6323,1
7914,C,14810,NY,3707,6110,1
7915,C,87413,NM,3706,5764,1
7916,C,66083,KS,3706,4677,1
7917,C,02126,MA,3705,9617,1
7918,C,17557,PA,3705,5460,1
7919,C,03909,ME,3704,7101,1
7920,C,24301,VA,3704,6554,1
7921,C,64057,MO,3703,6652,1
7922,C,27944,NC,3703,6038,1
7923,C,28697,NC,3703,6038,1
7924,C,60642,IL,3700,12144,1
7925,C,20708,MD,3700,11023,1
7926,C,68147,NE,3700,4641,1
7927,C,38004,TN,3700,4398,1
7928,C,67230,KS,3697,4093,1
7929,C,28465,NC,3696,10482,1
7930,C,93280,CA,3696,6848,1
7931,C,56031,MN,3696,5771,1
7932,C,28612,NC,3696,5449,1
7933,C,70006,LA,3695,6645,1
7934,C,38115,TN,3694,19179,1
7935,C,37909,TN,3694,8076,1
7936,C,74401,OK,3694,7818,1
7937,C,96130,CA,3694,7193,1
7938,C,93015,CA,3694,6196,1
7939,C,42345,KY,3694,4917,1
7940,C,44044,OH,3694,4304,1
7941,C,08837,NJ,3693,7670,1
7942,C,45694,OH,3693,5397,1
7943,C,18512,PA,3691,6272,1
7944,C,14411,NY,3691,5683,1
7945,C,01462,MA,3691,4711,1
7946,C,82520,WY,3690,5806,1
7947,C,29620,SC,3690,5705,1
7948,C,89703,NV,3690,5119,1
7949,C,15063,PA,3690,5045,1
7950,C,61523,IL,3690,4773,1
7951,C,67208,KS,3689,8067,1
7952,C,74447,OK,3689,7295,1
7953,C,85615,AZ,3688,4294,1
7954,C,18109,PA,3687,7395,1
7955,C,18964,PA,3687,5686,1
7956,C,10924,NY,3687,5178,1
7957,C,84066,UT,3686,5243,1
7958,C,97914,OR,3685,6730,1
7959,C,45068,OH,3685,4605,1
7960,C,33760,FL,3684,8779,1
7961,C,60432,IL,3684,7287,1
7962,C,27863,NC,3684,5385,1
7963,C,18202,PA,3682,6036,1
7964,C,63124,MO,3682,5410,1
7965,C,28516,NC,3681,7183,1
7966,C,32409,FL,3681,4525,1
7967,C,33976,FL,3679,5339,1
7968,C,95437,CA,3677,7654,1
7969,C,35951,AL,3677,5778,1
7970,C,12538,NY,3677,5609,1
7971,C,13492,NY,3677,4983,1
7972,C,94621,CA,3676,11078,1
7973,C,53534,WI,3676,5982,1
7974,C,27524,NC,3675,5988,1
7975,C,28551,NC,3675,5827,1
7976,C,11742,NY,3675,4610,1
7977,C,23707,VA,3674,7216,1
7978,C,10570,NY,3674,4481,1
7979,C,90035,CA,3673,13795,1
7980,C,31211,GA,3673,7736,1
7981,C,91106,CA,3671,11809,1
7982,C,49512,MI,3671,8870,1
7983,C,11206,NY,3670,34838,0
7984,C,20732,MD,3670,4512,1
7985,C,36874,AL,3670,4502,1
7986,C,99114,WA,3668,6154,1
7987,C,40243,KY,3667,6151,1
7988,C,81650,CO,3664,5088,1
7989,C,02896,RI,3664,4759,1
7990,C,10805,NY,3663,8731,1
7991,C,68122,NE,3663,4595,1
7992,C,18960,PA,3662,5264,1
7993,C,14006,NY,3662,5012,1
7994,C,44905,OH,3661,5227,1
7995,C,33868,FL,3661,5197,1
7996,C,49323,MI,3661,3920,1
7997,C,53204,WI,3660,14979,1
7998,C,49006,MI,3660,12093,1
7999,C,40108,KY,3660,5311,1
8000,C,77372,TX,3660,4779,1
8001,C,08882,NJ,3659,5789,1
8002,C,65742,MO,3659,5589,1
8003,C,64507,MO,3658,6017,1
8004,C,48801,MI,3658,5408,1
8005,C,55011,MN,3658,4060,1
8006,C,97218,OR,3657,6440,1
8007,C,99344,WA,3657,5936,1
8008,C,44112,OH,3656,11828,1
8009,C,41230,KY,3656,5621,1
8010,C,19060,PA,3656,3842,1
8011,C,70538,LA,3655,6428,1
8012,C,15066,PA,3655,6019,1
8013,C,75670,TX,3654,7357,1
8014,C,72150,AR,3654,5359,1
8015,C,94301,CA,3653,8220,1
8016,C,77591,TX,3653,7465,1
8017,C,48505,MI,3652,10546,1
8018,C,45415,OH,3651,5596,1
8019,C,22657,VA,3649,5274,1
8020,C,63670,MO,3648,5337,1
8021,C,57005,SD,3648,4693,1
8022,C,81505,CO,3647,5379,1
8023,C,97023,OR,3647,4718,1
8024,C,29403,SC,3646,13013,1
8025,C,14586,NY,3646,5108,1
8026,C,26726,WV,3645,5978,1
8027,C,28364,NC,3645,5490,1
8028,C,61068,IL,3643,6220,1
8029,C,48117,MI,3643,4316,1
8030,C,19703,DE,3642,7114,1
8031,C,33715,FL,3642,7060,1
8032,C,64117,MO,3641,7091,1
8033,C,93614,CA,3641,4875,1
8034,C,87571,NM,3640,7038,1
8035,C,86322,AZ,3639,5230,1
8036,C,95815,CA,3638,10527,1
8037,C,79007,TX,3638,6671,1
8038,C,13815,NY,3638,6445,1
8039,C,31206,GA,3637,11415,1
8040,C,46408,IN,3637,7861,1
8041,C,45806,OH,3636,4792,1
8042,C,72207,AR,3635,5800,1
8043,C,15061,PA,3634,5855,1
8044,C,15522,PA,3633,5752,1
8045,C,82935,WY,3632,5159,1
8046,C,35208,AL,3630,7469,1
8047,C,19344,PA,3630,4813,1
8048,C,94702,CA,3629,8209,1
8049,C,61603,IL,3627,8291,1
8050,C,02748,MA,3627,5409,1
8051,C,93908,CA,3625,4543,1
8052,C,27932,NC,3624,6550,1
8053,C,32640,FL,3624,5353,1
8054,C,29520,SC,3623,6554,1
8055,C,20619,MD,3622,6028,1
8056,C,28470,NC,3619,6123,1
8057,C,81082,CO,3619,6121,1
8058,C,60020,IL,3619,5523,1
8059,C,77037,TX,3619,5312,1
8060,C,14004,NY,3617,4386,1
8061,C,06106,CT,3616,16938,1
8062,C,39563,MS,3614,5717,1
8063,C,15037,PA,3614,4563,1
8064,C,87301,NM,3612,7776,1
8065,C,95117,CA,3611,11226,1
8066,C,64079,MO,3611,5515,1
8067,C,48661,MI,3610,6442,1
8068,C,81625,CO,3610,5667,1
8069,C,95451,CA,3609,6295,1
8070,C,62948,IL,3609,6177,1
8071,C,44481,OH,3609,4743,1
8072,C,08051,NJ,3609,4602,1
8073,C,32425,FL,3608,5922,1
8074,C,45249,OH,3608,5740,1
8075,C,45410,OH,3607,8028,1
8076,C,50316,IA,3607,6002,1
8077,C,94920,CA,3607,5778,1
8078,C,16137,PA,3607,4966,1
8079,C,01879,MA,3606,4374,1
8080,C,02140,MA,3605,11117,1
8081,C,28904,NC,3605,6561,1
8082,C,34488,FL,3604,6816,1
8083,C,51401,IA,3604,5576,1
8084,C,19030,PA,3603,4782,1
8085,C,32920,FL,3602,8872,1
8086,C,81416,CO,3601,5874,1
8087,C,32693,FL,3601,4908,1
8088,C,07043,NJ,3601,4499,1
8089,C,87102,NM,3600,11346,1
8090,C,14214,NY,3600,9280,1
8091,C,71753,AR,3600,7421,1
8092,C,94904,CA,3600,5982,1
8093,C,60545,IL,3600,4982,1
8094,C,45122,OH,3600,4603,1
8095,C,71047,LA,3600,4578,1
8096,C,77531,TX,3599,7502,1
8097,C,01754,MA,3599,4845,1
8098,C,33815,FL,3598,7646,1
8099,C,14092,NY,3598,5241,1
8100,C,94085,CA,3597,9666,1
8101,C,15963,PA,3597,5227,1
8102,C,84337,UT,3597,5111,1
8103,C,94123,CA,3596,14883,1
8104,C,59401,MT,3596,6921,1
8105,C,85735,AZ,3596,4609,1
8106,C,74857,OK,3596,4243,1
8107,C,91377,CA,3595,5239,1
8108,C,61525,IL,3595,4324,1
8109,C,12189,NY,3593,9887,1
8110,C,01463,MA,3593,4516,1
8111,C,10514,NY,3593,4205,1
8112,C,65026,MO,3592,5718,1
8113,C,55435,MN,3591,8218,1
8114,C,23072,VA,3591,5549,1
8115,C,98070,WA,3590,5616,1
8116,C,22835,VA,3588,6291,1
8117,C,98019,WA,3588,4090,1
8118,C,15005,PA,3587,4470,1
8119,C,11222,NY,3586,21917,0
8120,C,78701,TX,3585,8021,0
8121,C,98528,WA,3584,5455,1
8122,C,60033,IL,3583,5279,1
8123,C,02743,MA,3581,4139,1
8124,C,33916,FL,3580,12480,1
8125,C,79601,TX,3579,9422,1
8126,C,34434,FL,3579,4559,1
8127,C,79902,TX,3578,9752,1
8128,C,05495,VT,3578,5070,1
8129,C,83333,ID,3576,5525,1
8130,C,13207,NY,3575,5954,1
8131,C,07940,NJ,3575,5733,1
8132,C,92320,CA,3575,4156,1
8133,C,10026,NY,3574,17648,0
8134,C,62052,IL,3574,5564,1
8135,C,77085,TX,3573,5800,1
8136,C,59044,MT,3573,5247,1
8137,C,08722,NJ,3573,4180,1
8138,C,29061,SC,3572,5479,1
8139,C,28168,NC,3572,4743,1
8140,C,85006,AZ,3571,10607,1
8141,C,02341,MA,3571,4014,1
8142,C,10001,NY,3570,17554,0
8143,C,81006,CO,3570,4795,1
8144,C,95341,CA,3568,9331,1
8145,C,85607,AZ,3568,6811,1
8146,C,55108,MN,3567,6938,1
8147,C,16059,PA,3567,4369,1
8148,C,94609,CA,3566,11915,1
8149,C,39183,MS,3566,6764,1
8150,C,02601,MA,3565,9077,1
8151,C,48912,MI,3564,9064,1
8152,C,60950,IL,3564,5243,1
8153,C,67410,KS,3563,4781,1
8154,C,93108,CA,3562,5670,1
8155,C,07663,NJ,3562,5457,1
8156,C,54942,WI,3562,4056,1
8157,C,36106,AL,3561,7236,1
8158,C,12188,NY,3561,5197,1
8159,C,90717,CA,3560,8199,1
8160,C,18634,PA,3560,6497,1
8161,C,28690,NC,3560,4754,1
8162,C,80421,CO,3560,4702,1
8163,C,72086,AR,3559,4983,1
8164,C,76367,TX,3558,4370,1
8165,C,63012,MO,3558,4146,1
8166,C,60422,IL,3558,3894,1
8167,C,75065,TX,3557,5125,1
8168,C,94063,CA,3556,12162,1
8169,C,60152,IL,3556,4715,1
8170,C,34690,FL,3554,7182,1
8171,C,32569,FL,3554,5795,1
8172,C,61072,IL,3554,4333,1
8173,C,35904,AL,3551,6272,1
8174,C,06418,CT,3551,6086,1
8175,C,95338,CA,3551,5656,1
8176,C,44667,OH,3551,5381,1
8177,C,44062,OH,3551,4659,1
8178,C,99603,AK,3550,6251,1
8179,C,30650,GA,3549,5723,1
8180,C,47001,IN,3549,4529,1
8181,C,06479,CT,3547,4375,1
8182,C,06114,CT,3546,11206,1
8183,C,07458,NJ,3546,4210,1
8184,C,60429,IL,3545,5969,1
8185,C,60624,IL,3544,16250,1
8186,C,74129,OK,3544,7751,1
8187,C,98446,WA,3544,5447,1
8188,C,23875,VA,3544,5013,1
8189,C,19104,PA,3543,23888,1
8190,C,19970,DE,3540,8418,1
8191,C,11004,NY,3539,5394,1
8192,C,71119,LA,3539,5239,1
8193,C,02343,MA,3539,4268,1
8194,C,29645,SC,3538,5012,1
8195,C,19540,PA,3537,4515,1
8196,C,75601,TX,3533,6545,1
8197,C,90305,CA,3533,6499,1
8198,C,90670,CA,3533,5814,1
8199,C,06371,CT,3533,5503,1
8200,C,07045,NJ,3533,3707,1
8201,C,64127,MO,3532,8884,1
8202,C,55107,MN,3532,6063,1
8203,C,12839,NY,3531,6515,1
8204,C,28016,NC,3531,5805,1
8205,C,24211,VA,3531,4748,1
8206,C,49720,MI,3528,6236,1
8207,C,01510,MA,3526,7017,1
8208,C,33843,FL,3526,5930,1
8209,C,44301,OH,3525,6859,1
8210,C,94965,CA,3525,6797,1
8211,C,49240,MI,3525,4050,1
8212,C,73068,OK,3524,5115,1
8213,C,47122,IN,3524,4242,1
8214,C,72455,AR,3522,5858,1
8215,C,44615,OH,3522,5077,1
8216,C,67211,KS,3521,9568,1
